invoice_number,order_date,store_number,county_number,category_number,vendor_number,item_number,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,etl_date
INV-62036500014,2023-09-09,6209,,1011200,65,16676,12,750,22.5,33.75,12,405.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-62096100076,2023-09-11,2633,,1031100,566,36878,12,750,7.93,11.9,12,142.8,9.0,2.37,2025-02-25T13:13:16.885776
INV-62142100002,2023-09-12,4694,,1012100,260,10804,44,200,5.0,7.5,44,330.0,8.8,2.32,2025-02-25T13:13:16.885776
INV-62190900010,2023-09-13,2643,,1081200,421,68100,12,750,10.4,15.6,3,46.8,2.25,0.59,2025-02-25T13:13:16.885776
INV-62255900004,2023-09-14,6256,,1012100,259,11774,24,375,3.25,4.88,24,117.12,9.0,2.37,2025-02-25T13:13:16.885776
INV-62298600092,2023-09-15,6209,,1062400,240,45892,6,1750,19.25,28.88,6,173.28,10.5,2.77,2025-02-25T13:13:16.885776
INV-62364500002,2023-09-18,6245,,1081600,421,100423,8,100,6.0,9.0,8,72.0,0.8,0.21,2025-02-25T13:13:16.885776
INV-62418800012,2023-09-19,2549,,1011200,65,19066,12,750,11.0,16.5,24,396.0,18.0,4.75,2025-02-25T13:13:16.885776
INV-62465500048,2023-09-20,10039,,1091300,346,86739,8,50,8.75,13.13,6,78.78,0.3,0.07,2025-02-25T13:13:16.885776
INV-62506200014,2023-09-21,10136,,1031100,260,37994,24,375,4.99,7.49,24,179.76,9.0,2.37,2025-02-25T13:13:16.885776
INV-62539400012,2023-09-22,4617,,1031200,205,40594,12,750,8.0,12.0,3,36.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-62594300020,2023-09-25,2190,,1062500,260,72928,12,750,9.49,14.24,3,42.72,2.25,0.59,2025-02-25T13:13:16.885776
INV-62625200002,2023-09-26,4547,,1701100,260,10784,12,750,17.49,26.24,12,314.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-62693400013,2023-09-27,2190,,1012300,240,4350,6,750,42.5,63.75,2,127.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-62741200011,2023-09-28,3494,,1011200,85,22215,12,750,23.5,35.25,12,423.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-62778900019,2023-09-29,4829,,1082100,368,65467,6,750,20.26,30.39,18,547.02,13.5,3.56,2025-02-25T13:13:16.885776
INV-62837200018,2023-10-02,2190,,10121000,259,86019,6,1750,11.0,16.5,6,99.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-62873800008,2023-10-03,5147,,10312000,380,41696,12,750,7.5,11.25,2,15.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-62929700026,2023-10-04,4725,,10311000,300,36904,24,375,1.84,2.76,48,132.48,18.0,4.75,2025-02-25T13:13:16.885776
INV-62969500028,2023-10-05,5717,,10311000,301,38178,6,1750,19.0,28.5,3,85.5,5.25,1.38,2025-02-25T13:13:16.885776
INV-63001900002,2023-10-06,4617,,10121000,260,10776,24,375,8.49,12.74,6,76.44,2.25,0.59,2025-02-25T13:13:16.885776
INV-63054900088,2023-10-09,2512,,10124000,370,65416,6,750,16.49,24.74,6,148.44,4.5,1.18,2025-02-25T13:13:16.885776
INV-63101700024,2023-10-10,2190,,10625000,35,43138,6,1750,15.5,23.25,2,46.5,3.5,0.92,2025-02-25T13:13:16.885776
INV-63146700014,2023-10-11,10160,,10311000,300,36886,12,750,3.64,5.46,24,131.04,18.0,4.75,2025-02-25T13:13:16.885776
INV-63191500068,2023-10-12,3390,,10821000,192,65254,24,375,7.68,11.52,4,46.08,1.5,0.39,2025-02-25T13:13:16.885776
INV-63232900024,2023-10-13,4617,,10322000,260,64913,12,375,9.25,13.88,2,27.76,0.75,0.19,2025-02-25T13:13:16.885776
INV-63272400002,2023-10-15,2657,,10121000,259,11788,6,1750,11.0,16.5,6,99.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-63292600032,2023-10-16,2190,,10621000,460,942393,6,750,17.67,26.51,6,159.06,4.5,1.18,2025-02-25T13:13:16.885776
INV-63335900007,2023-10-17,5205,,17011000,492,22513,6,750,11.5,17.25,1,17.25,0.75,0.19,2025-02-25T13:13:16.885776
INV-63397000010,2023-10-18,10003,,17011000,259,17920,3,750,80.0,120.0,1,120.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-63437400016,2023-10-19,4499,,10311000,434,36308,6,1750,7.5,11.25,6,67.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-63485100025,2023-10-20,2613,,10124000,370,15627,12,1000,20.98,31.47,24,755.28,24.0,6.34,2025-02-25T13:13:16.885776
INV-63512400009,2023-10-22,2551,,17011000,192,102015,6,750,14.35,21.53,6,129.18,4.5,1.18,2025-02-25T13:13:16.885776
INV-63532400001,2023-10-23,2636,,17011000,65,100954,6,750,11.0,16.5,6,99.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-63576600030,2023-10-24,10198,,10312000,259,941294,12,750,4.5,6.75,12,81.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-63619700029,2023-10-25,4617,,10814000,421,84201,12,750,7.5,11.25,3,33.75,2.25,0.59,2025-02-25T13:13:16.885776
INV-63658600018,2023-10-26,5448,,10311000,434,36301,12,50,4.5,6.75,1,6.75,0.05,0.01,2025-02-25T13:13:16.885776
INV-63691100029,2023-10-27,2679,,10816000,421,64858,1,50,25.8,38.7,1,38.7,0.05,0.01,2025-02-25T13:13:16.885776
INV-63744500030,2023-10-30,2633,,10421000,240,28627,6,1000,21.67,32.51,390,12678.9,390.0,103.02,2025-02-25T13:13:16.885776
INV-63787300022,2023-10-31,2806,,10311000,255,37886,12,750,5.38,8.07,12,96.84,9.0,2.37,2025-02-25T13:13:16.885776
INV-63835100014,2023-11-01,2517,,10123000,240,5014,12,750,45.0,67.5,2,135.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-63870500003,2023-11-02,5728,,10121000,259,11786,12,750,5.5,8.25,12,99.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-63910800091,2023-11-03,2619,,10816000,259,86796,12,750,5.5,8.25,12,99.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-63947000017,2023-11-05,5561,,10312000,260,76830,12,750,8.25,12.38,3,37.14,2.25,0.59,2025-02-25T13:13:16.885776
INV-63964000022,2023-11-06,2190,,10822000,421,69636,12,750,8.66,12.99,3,38.97,2.25,0.59,2025-02-25T13:13:16.885776
INV-63988700053,2023-11-07,2539,,10623000,380,43686,12,750,10.07,15.11,12,181.32,9.0,2.37,2025-02-25T13:13:16.885776
INV-64047100040,2023-11-08,10003,,10222000,240,88118,6,1750,29.5,44.25,3,132.75,5.25,1.38,2025-02-25T13:13:16.885776
INV-64092000049,2023-11-09,10216,,10114000,85,86692,12,750,15.91,23.87,3,71.61,2.25,0.59,2025-02-25T13:13:16.885776
INV-64140300020,2023-11-10,5501,,10521000,420,48105,12,375,11.49,17.24,6,103.44,2.25,0.59,2025-02-25T13:13:16.885776
INV-64161200036,2023-11-11,10227,,10222000,260,87280,6,750,28.49,42.74,1,42.74,0.75,0.19,2025-02-25T13:13:16.885776
INV-64190700003,2023-11-12,2551,,10121000,260,10778,6,1750,33.99,50.99,6,305.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-64201800020,2023-11-13,4617,,10221000,395,87408,12,750,12.0,18.0,3,54.0,2.25,0.59,2025-02-25T13:13:16.885776
INV-64226900006,2023-11-14,4706,,10321000,370,34006,12,750,9.99,14.99,12,179.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-64293600012,2023-11-15,6319,,10813000,772,75212,6,50,4.84,7.26,1,7.26,0.05,0.01,2025-02-25T13:13:16.885776
INV-64334000054,2023-11-16,2285,,10816000,421,64858,1,50,25.8,38.7,1,38.7,0.05,0.01,2025-02-25T13:13:16.885776
INV-64372800031,2023-11-17,5501,,10511000,421,53214,24,375,3.22,4.83,2,9.66,0.75,0.19,2025-02-25T13:13:16.885776
INV-64419500035,2023-11-18,5217,,10121000,259,86455,12,750,5.5,8.25,12,99.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-64426500089,2023-11-19,2618,,10814000,434,84456,12,750,5.25,7.88,4,31.52,3.0,0.79,2025-02-25T13:13:16.885776
INV-64437300016,2023-11-20,2719,,10221000,395,89191,12,50,12.33,18.5,10,185.0,0.5,0.13,2025-02-25T13:13:16.885776
INV-64470600032,2023-11-21,5198,,10311000,301,38174,12,375,5.42,8.13,12,97.56,4.5,1.18,2025-02-25T13:13:16.885776
INV-64533800007,2023-11-22,5616,,10816000,421,64865,12,750,9.0,13.5,12,162.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-64589700009,2023-11-23,5302,,10821000,192,65256,12,750,14.35,21.53,12,258.36,9.0,2.37,2025-02-25T13:13:16.885776
INV-64594900066,2023-11-24,2190,,10121000,240,910882,12,750,15.84,23.76,1,23.76,0.75,0.19,2025-02-25T13:13:16.885776
INV-64639600026,2023-11-25,2445,,10311000,260,37997,12,1000,9.25,13.88,3,41.64,3.0,0.79,2025-02-25T13:13:16.885776
INV-64641800030,2023-11-26,5332,,10312000,205,39422,12,50,4.61,6.92,5,34.6,0.25,0.06,2025-02-25T13:13:16.885776
INV-64655900009,2023-11-27,4829,,10411000,380,31719,12,1000,4.38,6.57,12,78.84,12.0,3.17,2025-02-25T13:13:16.885776
INV-64697300030,2023-11-28,4131,,17011000,260,77903,12,750,8.25,12.38,12,148.56,9.0,2.37,2025-02-25T13:13:16.885776
INV-64731800015,2023-11-29,5244,,10113000,830,18350,6,750,25.0,37.5,2,75.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-64769600003,2023-11-30,2190,,10114000,85,26586,12,750,20.01,30.02,1,30.02,0.75,0.19,2025-02-25T13:13:16.885776
INV-64802200011,2023-12-01,3825,,1022200,260,89200,6,750,36.49,54.74,6,328.44,4.5,1.18,2025-02-25T13:13:16.885776
INV-64840000046,2023-12-03,5210,,1031200,260,77847,12,750,8.25,12.38,4,49.52,3.0,0.79,2025-02-25T13:13:16.885776
INV-64854400020,2023-12-04,6245,,1082200,260,69940,12,50,13.5,20.25,1,20.25,0.05,0.01,2025-02-25T13:13:16.885776
INV-64881800014,2023-12-05,5205,,1062500,370,42716,12,750,8.99,13.49,2,26.98,1.5,0.39,2025-02-25T13:13:16.885776
INV-64934200030,2023-12-06,6035,,1081200,260,72356,12,750,16.49,24.74,12,296.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-64994600031,2023-12-07,2532,,1011200,65,28279,12,750,11.0,16.5,12,198.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-65042900010,2023-12-08,2190,,1031100,205,36971,6,1750,14.0,21.0,6,132.78,10.5,2.77,2025-02-25T13:13:16.885776
INV-65057300012,2023-12-09,5235,,1031100,301,38177,12,1000,13.17,19.76,6,118.56,6.0,1.58,2025-02-25T13:13:16.885776
INV-65089600034,2023-12-10,4346,,1062500,370,42717,12,1000,11.99,17.99,1,17.99,1.0,0.26,2025-02-25T13:13:16.885776
INV-65105200001,2023-12-11,4725,,1011200,421,902684,3,750,62.67,94.01,1,94.01,0.75,0.19,2025-02-25T13:13:16.885776
INV-65161200001,2023-12-12,5955,,1022200,368,88361,6,750,70.0,105.0,1,105.0,0.75,0.19,2025-02-25T13:13:16.885776
INV-65209800024,2023-12-13,10136,,1012300,370,5036,12,750,27.98,41.97,4,167.88,3.0,0.79,2025-02-25T13:13:16.885776
INV-65255400001,2023-12-14,5098,,1081600,259,27453,8,50,6.38,9.57,16,153.12,0.8,0.21,2025-02-25T13:13:16.885776
INV-65297300001,2023-12-15,2190,,1031200,260,77956,12,750,8.25,12.38,12,148.56,9.0,2.37,2025-02-25T13:13:16.885776
INV-65346600056,2023-12-16,5145,,1081600,421,65013,12,50,4.3,6.45,12,77.4,0.6,0.15,2025-02-25T13:13:16.885776
INV-65355000030,2023-12-18,4829,,1081100,370,67527,12,1000,18.99,28.49,24,683.76,24.0,6.34,2025-02-25T13:13:16.885776
INV-65405400074,2023-12-19,2635,,1031200,380,41989,12,750,7.5,11.25,6,67.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-65472700006,2023-12-20,6245,,1022200,260,89175,6,750,35.99,53.99,2,107.98,1.5,0.39,2025-02-25T13:13:16.885776
INV-65528800099,2023-12-21,2565,,1031200,380,41692,6,1750,11.5,17.25,6,103.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-65563400035,2023-12-22,10280,,1031200,115,33663,12,750,8.0,12.0,2,24.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-65627500004,2023-12-26,10227,,1012400,755,15865,6,750,16.0,24.0,2,48.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-65658800030,2023-12-27,3488,,1062200,35,43127,12,1000,9.5,14.25,12,171.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-65717300090,2023-12-28,2544,,1032200,370,34014,12,750,9.99,14.99,6,89.94,4.5,1.18,2025-02-25T13:13:16.885776
INV-65756900058,2023-12-29,2588,,1082100,619,64147,6,750,15.0,22.5,12,270.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-65799200113,2023-12-30,2506,,1031200,300,41019,12,750,8.49,12.74,6,76.44,4.5,1.18,2025-02-25T13:13:16.885776
INV-65833400010,2024-01-01,2191,,1081600,421,64867,12,1000,12.0,18.0,12,216.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-65833500013,2024-01-02,6245,,1701100,65,4044,6,750,16.0,24.0,6,144.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-65869700022,2024-01-03,5198,,1022200,35,85733,6,700,64.99,97.49,2,194.98,1.4,0.36,2025-02-25T13:13:16.885776
INV-65915700021,2024-01-04,2190,,1052100,389,50676,12,750,11.99,17.99,5,89.95,3.75,0.99,2025-02-25T13:13:16.885776
INV-65959700019,2024-01-05,6256,,1022200,65,89836,12,750,16.0,24.0,12,288.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-66014300003,2024-01-07,4169,,1012100,260,10805,24,375,8.49,12.74,6,76.44,2.25,0.59,2025-02-25T13:13:16.885776
INV-66017300108,2024-01-08,2633,,1062200,205,66518,12,750,8.99,13.49,12,161.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-66067500024,2024-01-09,3651,,1031100,777,36875,6,1750,7.63,11.45,6,68.7,10.5,2.77,2025-02-25T13:13:16.885776
INV-66111300038,2024-01-10,2643,,1052100,420,48105,12,375,11.49,17.24,3,51.72,1.12,0.29,2025-02-25T13:13:16.885776
INV-66169800012,2024-01-11,5740,,1031100,300,36908,6,1750,8.24,12.36,6,74.16,10.5,2.77,2025-02-25T13:13:16.885776
INV-66206400006,2024-01-12,4575,,1012400,370,15626,12,750,17.49,26.24,3,78.72,2.25,0.59,2025-02-25T13:13:16.885776
INV-66222000041,2024-01-14,6068,,1082200,421,69631,12,50,5.0,7.5,1,7.5,0.05,0.01,2025-02-25T13:13:16.885776
INV-66250200002,2024-01-15,10227,,1012100,259,11788,6,1750,11.0,16.5,6,99.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-66295600006,2024-01-16,4829,,1011200,65,26370,12,750,11.0,16.5,3,49.5,2.25,0.59,2025-02-25T13:13:16.885776
INV-66350000012,2024-01-17,4855,,1081300,772,75224,6,50,4.84,7.26,6,43.56,0.3,0.07,2025-02-25T13:13:16.885776
INV-66392000004,2024-01-18,4829,,1012100,260,11297,12,1000,20.49,30.74,96,2951.04,96.0,25.36,2025-02-25T13:13:16.885776
INV-66419600003,2024-01-19,10270,,1011600,434,27171,6,750,20.0,30.0,6,180.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-66448500046,2024-01-21,2506,,1031100,777,36874,12,1000,4.76,7.14,12,85.68,12.0,3.17,2025-02-25T13:13:16.885776
INV-66456100008,2024-01-22,4266,,1062400,421,46144,6,1750,7.36,11.04,6,66.24,10.5,2.77,2025-02-25T13:13:16.885776
INV-66508000018,2024-01-23,5482,,1022200,395,87509,12,375,9.25,13.88,12,166.56,4.5,1.18,2025-02-25T13:13:16.885776
INV-66545800004,2024-01-24,2544,,1012100,260,11294,24,375,8.49,12.74,4,50.96,1.5,0.39,2025-02-25T13:13:16.885776
INV-66579500001,2024-01-25,5398,,1031100,421,102149,12,50,3.93,5.9,3,17.7,0.15,0.03,2025-02-25T13:13:16.885776
INV-66626100010,2024-01-26,4617,,1031100,434,36304,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-66656200012,2024-01-28,2190,,1051100,421,53216,12,750,6.41,9.62,48,461.76,36.0,9.51,2025-02-25T13:13:16.885776
INV-66664600026,2024-01-29,4596,,1031200,380,39770,12,50,4.6,6.9,1,6.9,0.05,0.01,2025-02-25T13:13:16.885776
INV-66708300023,2024-01-30,4566,,1062400,260,43334,24,375,5.24,7.86,4,31.44,1.5,0.39,2025-02-25T13:13:16.885776
INV-66763400036,2024-01-31,2509,,1062200,434,46351,12,1000,4.5,6.75,12,81.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-66813900013,2024-02-01,2604,,10321000,260,34456,12,750,11.33,17.0,12,204.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-66849300009,2024-02-02,6245,,10222000,260,87281,5,50,29.88,44.82,1,44.82,0.05,0.01,2025-02-25T13:13:16.885776
INV-66893000113,2024-02-04,4169,,10814000,421,84211,12,750,7.5,11.25,2,22.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-66906300038,2024-02-05,2561,,10311000,65,34579,12,750,6.5,9.75,12,117.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-66931100006,2024-02-06,4493,,10816000,421,64858,1,50,25.8,38.7,4,154.8,0.2,0.05,2025-02-25T13:13:16.885776
INV-66992800002,2024-02-07,5027,,10121000,260,10808,12,1000,20.49,30.74,12,368.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-67041600143,2024-02-08,2590,,10123000,205,4825,6,750,37.33,56.0,2,112.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-67086600024,2024-02-09,10280,,10411000,434,31657,12,1000,4.5,6.75,12,81.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-67122900003,2024-02-11,2618,,10121000,259,11788,6,1750,11.5,17.25,18,297.0,31.5,8.32,2025-02-25T13:13:16.885776
INV-67152400048,2024-02-12,4829,,10623000,460,44266,6,750,13.34,20.01,12,240.12,9.0,2.37,2025-02-25T13:13:16.885776
INV-67198500006,2024-02-13,2539,,10121000,259,11777,12,1000,7.0,10.5,12,126.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-67245800001,2024-02-14,5786,,10816000,421,100413,1,50,51.6,77.4,1,77.4,0.05,0.01,2025-02-25T13:13:16.885776
INV-67312100001,2024-02-15,10020,,10411000,421,29287,12,1000,3.92,5.88,1,5.88,1.0,0.26,2025-02-25T13:13:16.885776
INV-67348600008,2024-02-16,6078,,10112000,421,18006,12,750,13.0,19.5,12,234.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-67393200002,2024-02-18,5017,,10112000,297,18408,6,1750,11.99,17.99,6,107.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-67402000001,2024-02-19,2655,,10121000,260,10785,12,750,17.49,26.24,12,314.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-67461500001,2024-02-20,4562,,10121000,260,10785,12,750,17.49,26.24,12,314.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-67513700008,2024-02-21,5712,,10311000,434,36306,12,750,3.5,5.25,12,63.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-67560600014,2024-02-22,4522,,10311000,777,36985,24,375,2.0,3.0,4,12.0,1.5,0.39,2025-02-25T13:13:16.885776
INV-67605600018,2024-02-23,6256,,10121000,259,86454,8,50,8.87,13.31,8,106.48,0.4,0.1,2025-02-25T13:13:16.885776
INV-67629900002,2024-02-25,2551,,10121000,260,10802,12,750,17.49,26.24,24,629.76,18.0,4.75,2025-02-25T13:13:16.885776
INV-67646600010,2024-02-26,10304,,10816000,421,64864,24,375,5.33,8.0,24,192.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-67694200027,2024-02-27,4962,,10222000,260,89155,12,375,16.99,25.49,12,305.88,4.5,1.18,2025-02-25T13:13:16.885776
INV-67746900064,2024-02-28,5645,,10312000,259,941060,12,750,4.5,6.75,2,13.5,1.5,0.39,2025-02-25T13:13:16.885776
INV-67786700003,2024-02-29,9013,,10311000,154,38046,12,750,9.44,14.16,24,339.84,18.0,4.75,2025-02-25T13:13:16.885776
INV-67814500015,2024-03-01,6245,,10312000,764,77203,6,750,20.0,30.0,6,180.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-67863600014,2024-03-03,5558,,10311000,300,36904,24,375,1.84,2.76,24,66.24,9.0,2.37,2025-02-25T13:13:16.885776
INV-67866800007,2024-03-04,2636,,10411000,370,32237,12,1000,8.99,13.49,12,161.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-67905000002,2024-03-05,5102,,10624000,260,1799,6,1750,18.99,28.49,6,170.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-67944500048,2024-03-06,2544,,10321000,35,34433,12,750,15.5,23.25,6,139.5,4.5,1.18,2025-02-25T13:13:16.885776
INV-67997700050,2024-03-07,2625,,10221000,434,89387,12,1000,9.0,13.5,12,162.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-68040200029,2024-03-08,6073,,10222000,65,89837,12,1000,16.0,24.0,12,288.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-68079700066,2024-03-10,2618,,10111000,342,73559,12,50,9.3,13.95,1,13.95,0.05,0.01,2025-02-25T13:13:16.885776
INV-68104600018,2024-03-11,5651,,10816000,421,64868,6,1750,16.0,24.0,6,144.0,10.5,2.77,2025-02-25T13:13:16.885776
INV-68141900024,2024-03-12,3417,,10821000,368,65426,12,750,14.5,21.75,3,65.25,2.25,0.59,2025-02-25T13:13:16.885776
INV-68196700002,2024-03-13,5351,,17011000,260,10785,12,750,17.49,26.24,12,314.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-68238700016,2024-03-14,5079,,10624000,260,43334,24,375,5.24,7.86,24,188.64,9.0,2.37,2025-02-25T13:13:16.885776
INV-68278900034,2024-03-15,10115,,10112000,434,85995,6,750,30.0,45.0,12,540.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-68304600009,2024-03-17,4596,,10311000,300,36904,24,375,1.84,2.76,24,66.24,9.0,2.37,2025-02-25T13:13:16.885776
INV-68321700022,2024-03-18,4180,,10814000,421,84171,48,100,1.0,1.5,48,72.0,4.8,1.26,2025-02-25T13:13:16.885776
INV-68358700017,2024-03-19,6125,,10816000,421,64870,48,100,1.0,1.5,144,216.0,14.4,3.8,2025-02-25T13:13:16.885776
INV-68406800009,2024-03-20,5408,,10816000,421,65013,12,50,4.3,6.45,24,154.8,1.2,0.31,2025-02-25T13:13:16.885776
INV-68446200037,2024-03-21,3645,,10311000,260,39866,12,750,9.99,14.99,12,179.88,9.0,2.37,2025-02-25T13:13:16.885776
INV-68485200006,2024-03-22,5873,,10421000,35,28238,6,1750,27.49,41.24,1,41.24,1.75,0.46,2025-02-25T13:13:16.885776
INV-68532100002,2024-03-24,2560,,10121000,259,10548,6,1750,11.5,17.25,12,207.0,21.0,5.54,2025-02-25T13:13:16.885776
INV-68540100008,2024-03-25,4617,,10311000,434,36301,12,50,4.5,6.75,1,6.75,0.05,0.01,2025-02-25T13:13:16.885776
INV-68577900021,2024-03-26,3488,,10622000,35,43127,12,1000,9.5,14.25,12,171.0,12.0,3.17,2025-02-25T13:13:16.885776
INV-68634200008,2024-03-27,3773,,10124000,370,15627,12,1000,20.98,31.47,48,1510.56,48.0,12.68,2025-02-25T13:13:16.885776
INV-68676300022,2024-03-28,2650,,10112000,65,19066,12,750,11.0,16.5,4,66.0,3.0,0.79,2025-02-25T13:13:16.885776
INV-68704400004,2024-03-29,3944,,10121000,260,10809,6,1750,33.99,50.99,6,305.94,10.5,2.77,2025-02-25T13:13:16.885776
INV-68754100006,2024-04-01,2633,,10112000,260,17087,12,1000,21.99,32.99,12,395.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-68781900002,2024-04-02,4116,,10121000,260,11290,10,50,5.91,8.87,2,17.74,0.1,0.02,2025-02-25T13:13:16.885776
INV-68833800009,2024-04-03,5351,,10121000,259,11788,6,1750,11.5,17.25,6,103.5,10.5,2.77,2025-02-25T13:13:16.885776
INV-68872700007,2024-04-04,2648,,17011000,370,15934,6,750,65.0,97.5,1,97.5,0.75,0.19,2025-02-25T13:13:16.885776
INV-68903700031,2024-04-05,5869,,10821000,130,64136,12,750,15.82,23.73,12,284.76,9.0,2.37,2025-02-25T13:13:16.885776
INV-68955400005,2024-04-08,10060,,10311000,301,38176,12,750,10.0,15.0,12,180.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-68992600010,2024-04-09,2671,,10311000,301,38176,12,750,10.0,15.0,12,180.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-69045700037,2024-04-10,10268,,10222000,35,88290,12,200,9.5,14.25,12,171.0,2.4,0.63,2025-02-25T13:13:16.885776
INV-69089700013,2024-04-11,4673,,10312000,259,40331,12,750,9.5,14.25,12,171.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-69134000009,2024-04-12,10280,,10115000,259,16017,6,750,25.0,37.5,6,225.0,4.5,1.18,2025-02-25T13:13:16.885776
INV-69166900011,2024-04-14,6053,,10311000,434,36304,24,375,2.0,3.0,24,72.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-69191600136,2024-04-15,2560,,10222000,192,88371,6,750,15.91,23.87,6,143.22,4.5,1.18,2025-02-25T13:13:16.885776
INV-69238200012,2024-04-16,4539,,10311000,301,38194,5,50,12.8,19.2,2,38.4,0.1,0.02,2025-02-25T13:13:16.885776
INV-69286400018,2024-04-17,2643,,10222000,260,87103,6,750,11.49,17.24,48,827.52,36.0,9.51,2025-02-25T13:13:16.885776
INV-69343300023,2024-04-18,2502,,10312000,260,77955,12,50,4.87,7.31,12,87.72,0.6,0.15,2025-02-25T13:13:16.885776
INV-69384500001,2024-04-19,5098,,10111000,65,22784,24,375,2.09,3.14,48,150.72,18.0,4.75,2025-02-25T13:13:16.885776
INV-69420400036,2024-04-21,2551,,10625000,370,42717,12,1000,11.99,17.99,12,215.88,12.0,3.17,2025-02-25T13:13:16.885776
INV-69431400002,2024-04-22,5726,,10121000,260,10788,10,50,5.91,8.87,1,8.87,0.05,0.01,2025-02-25T13:13:16.885776
INV-69465600017,2024-04-23,5496,,10511000,205,52580,24,200,2.5,3.75,24,90.0,4.8,1.26,2025-02-25T13:13:16.885776
INV-69518000030,2024-04-24,10335,,10621000,35,43031,12,50,5.54,8.31,1,8.31,0.05,0.01,2025-02-25T13:13:16.885776
INV-69560500014,2024-04-25,2502,,10124000,368,15465,6,750,16.53,24.8,6,148.8,4.5,1.18,2025-02-25T13:13:16.885776
INV-69607500027,2024-04-26,4617,,10222000,35,89642,12,200,10.7,16.05,6,96.3,1.2,0.31,2025-02-25T13:13:16.885776
INV-69652300002,2024-04-28,10304,,10112000,421,20536,12,750,4.5,6.75,12,81.0,9.0,2.37,2025-02-25T13:13:16.885776
INV-69660800004,2024-04-29,2190,,10115000,492,17194,6,750,79.75,119.63,1,119.63,0.75,0.19,2025-02-25T13:13:16.885776
INV-69692700003,2024-04-30,4960,,10114000,85,26827,12,1000,20.27,30.41,12,364.92,12.0,3.17,2025-02-25T13:13:16.885776
INV-69748500006,2024-05-01,10268,,1011100,297,23826,12,750,4.13,6.2,12,74.4,9.0,2.37,2025-02-25T13:13:16.885776
